Location,Titles
"51.4704589,-0.08939799999999999","When the Single Matters more than the Group (II): Addressing the Problem of High False Positive Rates in Single Case Voxel Based Morphometry Using Non- …, Defining Precision Medicine Approaches to Autism Spectrum Disorders: Concepts and Challenges, When the single matters more than the group: very high false positive rates in single case voxel based morphometry, False positive rates in Voxel-based Morphometry studies of the human brain: Should we be worried?, Pattern classification of response inhibition in ADHD: toward the development of neurobiological markers for ADHD, Third-Generation Neuroimaging: Translating Research into Clinical Utility, Unsupervised data-driven stratification of mentalizing heterogeneity in autism, Brain abnormalities in attention-deficit hyperactivity disorder: a review, The contribution of imaging genetics to the development of predictive markers for addictions, Double-dissociation between the mechanism leading to impulsivity and inattention in Attention Deficit Hyperactivity Disorder: A resting-state functional connectivity  …, Using deep learning to investigate the neuroimaging correlates of psychiatric and neurological disorders: methods and applications, Using deep belief network modelling to characterize differences in brain morphometry in schizophrenia, Atypically rightward cerebral asymmetry in male adults with autism stratifies individuals with and without language delay, Imaging the ADHD brain: disorder-specificity, medication effects and clinical translation, Analytical strategies for large imaging genetic datasets: experiences from the IMAGEN study, Quantifying patterns of brain activity: Distinguishing unaffected siblings from participants with ADHD and healthy individuals, Neuroimaging in autism spectrum disorder: brain structure and function across the lifespan, From estimating activation locality to predicting disorder: a review of pattern recognition for neuroimaging-based psychiatric diagnostics, Reduced Gyrification Is Related to Reduced Interhemispheric Connectivity in Autism Spectrum Disorders, On the brain structure heterogeneity of autism: Parsing out acquisition site effects with significance‐weighted principal component analysis, Disorder-specific predictive classification of adolescents with attention deficit hyperactivity disorder (ADHD) relative to autism using structural magnetic  …, Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects."
"51.48662710000001,-3.1788641","NeuroImage: Clinical, Fuzzy approximate entropy analysis of resting state fMRI signal complexity across the adult life span, NeuroImage: Clinical, NeuroImage: Clinical, Is fMRI “noise” really noise? Resting state nuisance regressors remove variance with network structure, NeuroImage: Clinical, Sample entropy reveals high discriminative power between young and elderly adults in short fMRI data sets"
"51.4890719,-3.1818947",Resting-state fMRI confounds and cleanup
"51.492956,-3.1846723","Fuzzy approximate entropy analysis of resting state fMRI signal complexity across the adult life span, Sample entropy reveals high discriminative power between young and elderly adults in short fMRI data sets"
"51.49879970000001,-0.1748772",The neurobiology of addiction: the perspective from magnetic resonance imaging present and future
"51.5006204,-2.5473762",Development of a large-scale neuroimages and clinical variables data atlas in the neuGRID4You (N4U) project
"51.50135299999999,11.936416",Impact of KIBRA polymorphism on memory function and the hippocampus in older adults
"51.5073509,-0.1277583","On the brain structure heterogeneity of autism: Parsing out acquisition site effects with significance‐weighted principal component analysis, The Neuro Bureau ADHD-200 Preprocessed Repository"
"51.51121300000001,-0.116647","In search of biomarkers for autism: scientific, social and ethical challenges"
"51.5114864,-0.115997","Altered white matter connectivity as a neural substrate for social impairment in Autism Spectrum Disorder, White matter connectivity of the thalamus delineates the functional architecture of competing thalamocortical systems, Predictive neurofunctional markers of attention-deficit/hyperactivity disorder based on pattern classification of temporal processing, Double-dissociation between the mechanism leading to impulsivity and inattention in Attention Deficit Hyperactivity Disorder: A resting-state functional connectivity  …"
"51.5170419,-0.2344894","Scanning the horizon: towards transparent and reproducible neuroimaging research, Which polyunsaturated fatty acids are active in children with attention-deficit hyperactivity disorder receiving PUFA supplementation? A fatty acid validated meta- …"
"51.5221999,-0.1233101","A small number of abnormal brain connections predicts adult autism spectrum disorder, NeuroImage: Clinical, Anatomical imbalance between cortical networks in autism, Clinical and neural effects of six-week administration of oxytocin on core symptoms of autism, NeuroImage: Clinical, NeuroImage: Clinical, Age-associated changes in rich-club organisation in autistic and neurotypical human brains, NeuroImage: Clinical"
"51.522576,-0.122513","Heterogeneity of trans-callosal structural connectivity and effects on resting state subnetwork integrity may underlie both wanted and unwanted effects of  …, Computational neuroimaging strategies for single patient predictions"
"51.523309,-0.120066","Eating disorders, eating pathology and ESSENCE"
"51.52455920000001,-0.1340401","Classifying adolescent attention-deficit/hyperactivity disorder (ADHD) based on functional and structural imaging, Computational neuroimaging strategies for single patient predictions, Sharing data in the cloud, Individualized Gaussian process-based prediction and detection of local and global gray matter abnormalities in elderly subjects"
"51.609105,-3.980178",The salience network is responsible for switching between the default mode network and the central executive network: replication from DCM
"51.750105,-1.2221451",ICA-based artifact removal diminishes scan site differences in multi-center resting-state fMRI
"51.7520209,-1.2577263","Autism: reduced connectivity between cortical areas involved in face expression, theory of mind, and the sense of self"
"51.7527214,-1.2624309",Advances in the application of MRI to amyotrophic lateral sclerosis
"51.7548164,-1.2543668","The visual white matter: The application of diffusion MRI and fiber tractography to vision science, Is orbital volume associated with eyeball and visual cortex volume in humans?"
"51.7603121,-1.2588642","Connectivity-based parcellation reveals distinct cortico-striatal connectivity fingerprints in Autism Spectrum Disorder, Connectivity-based parcellation increases network detection sensitivity in resting state fMRI: An investigation into the cingulate cortex in autism, Alteration of functional connectivity in autism spectrum disorder: effect of age and anatomical distance"
"51.76094,-1.263184",Low attentive and high impulsive rats: A translational animal model of ADHD and disorders of attention and impulse control
"51.7649975,-1.2204999","Quantifying patterns of brain activity: Distinguishing unaffected siblings from participants with ADHD and healthy individuals, Advances in diffusion MRI acquisition and processing in the Human Connectome Project, Evaluation of ICA-AROMA and alternative strategies for motion artifact removal in resting state fMRI, Tractography: where do we go from here?, From estimating activation locality to predicting disorder: a review of pattern recognition for neuroimaging-based psychiatric diagnostics, ICA-based artifact removal diminishes scan site differences in multi-center resting-state fMRI, The future of FMRI connectivity, Functional connectivity decreases in autism in emotion, self, and face circuits identified by Knowledge-based Enrichment Analysis, Optimizing full-brain coverage in human brain MRI through population distributions of brain size"
