index,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,CPY,PMCIDS,Full,Excerpts
872,Longitudinal modeling of appearance and shape and its potential for clinical use,http://www.sciencedirect.com/science/article/pii/S1361841516300925,2016.0,1,7,2746909754693039493,,"http://scholar.google.com/scholar?cites=2746909754693039493&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2746909754693039493&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:hbWIPt77HiYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJNr4VRrdfPjFjxYUjTA3lKkqjul0e&scisf=4&ct=citation&cd=652&hl=en,"Clinical assessment routinely uses terms such as development, growth trajectory, degeneration,disease progression, recovery or prediction. This terminology inh.",,"Gerig, Guido & Fishbaugh, James & Sadeghi, Neda",Elsevier,0.5,27344938,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27344938&cmd=prlinks&retmode=ref,['N/A']
873,Atypical lateralization of motor circuit functional connectivity in children with autism is associated with motor deficits,http://scholar.google.com/https://molecularautism.biomedcentral.com/articles/10.1186/s13229-016-0096-6,2016.0,1,11,5523156424782161910,,"http://scholar.google.com/scholar?cites=5523156424782161910&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5523156424782161910&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:9qcOYoExpkwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJUIW7GCluB4QzLhg6SiNfHs_OiCwU&scisf=4&ct=citation&cd=800&hl=en,Skip to main content. Advertisement. Biomed Central ...,Molecular Autism,"Floris, Dorothea L & Barber, Anita D & Nebel, Mary Beth & Martinelli, Mary & Lai, Meng-Chuan & Crocetti, Deana & Baron-Cohen, Simon & Suckling, John & Pekar, James J & Mostofsky, Stewart H",BioMed Central,0.5,27429731,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27429731&cmd=prlinks&retmode=ref,[]
874,Brainhack: a collaborative workshop for the open neuroscience community,http://scholar.google.com/https://gigascience.biomedcentral.com/articles/10.1186/s13742-016-0121-x,2016.0,1,26,4998837684017020310,,"http://scholar.google.com/scholar?cites=4998837684017020310&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4998837684017020310&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:lr2rfWNwX0UJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI4uF6Do0lfHjv9_r6DnPwD5mhjAmt&scisf=4&ct=citation&cd=187&hl=en,"... The ABIDE Preprocessing Initiative [7] is an ongoing project started at the 2012 Brainhack toshare preprocessed versions of the Autism Brain Imaging Data Exchange (ABIDE) dataset [8,9]. This project is sharing functional data that have been processed using the ...",GigaScience,"Craddock, R Cameron & Margulies, Daniel S & Bellec, Pierre & Nichols, B Nolan & Alcauter, Sarael & Barrios, Fernando A & Burnod, Yves & Cannistraci, Christopher J & Cohen-Adad, Julien & De Leener, Benjamin & others",BioMed Central,0.5,27042293,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27042293&cmd=prlinks&retmode=ref,"['] is an ongoing project started at the 2012 Brainhack to share preprocessed versions of the Autism Brain Imaging Data Exchange (ABIDE) dataset [', '] is an ongoing project started at the 2012 Brainhack to share preprocessed versions of the Autism Brain Imaging Data Exchange (ABIDE) dataset [', 'http://fcon_1000.projects.nitrc.org/indi/abide']"
875,Advanced connectivity analysis (ACA): a large scale functional connectivity data mining environment,http://link.springer.com/article/10.1007/s12021-015-9290-5,2016.0,1,5,6120312348249758628,,"http://scholar.google.com/scholar?cites=6120312348249758628&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6120312348249758628&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:pBvdZ6e371QJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI2yiWb74_1bQTERtCbg0jn_1t1JUT&scisf=4&ct=citation&cd=145&hl=en,"... the New York University ASD data set, which is available from the Autism Brain Imaging DataExchange (ABIDE) (Di ... We analyzed imaging and behavior data from the Nathan Kline Institute(NKI)/Rockland sample (downloaded from http://fcon_1000.projects.nitrc.org/indi/pro ...",Neuroinformatics,"Chen, Rong & Nixon, Erika & Herskovits, Edward",Springer,0.5,26662457,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26662457&cmd=prlinks&retmode=ref,[]
876,Rethinking the study of volition for clinical use,http://link.springer.com/chapter/10.1007/978-3-319-47313-0_13,2016.0,1,5,7472820010911656017,,"http://scholar.google.com/scholar?cites=7472820010911656017&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7472820010911656017&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:UejRDDXKtGcJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJDzncYeYmerCKeKp-9tKf5E-zFhiC&scisf=4&ct=citation&cd=432&hl=en,... The head motion data was obtained from raw fMRI scans publicly available in the AutismBrain Imaging Data Exchange (ABIDE) and ADHD-200 databases using standard openaccess tools available to fMRI researchers (Friston et al. 1995). ...,,"Torres, Elizabeth B",Springer,0.5,28035569,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=28035569&cmd=prlinks&retmode=ref,[]
877,Functional brain networks associated with eating behaviors in obesity,http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4814917/,2016.0,1,9,9030116387055189996,,"http://scholar.google.com/scholar?cites=9030116387055189996&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9030116387055189996&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:7L_bqgJrUX0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJD7DNnuq9dw8oH9xZ_pkhOuqJUX3D&scisf=4&ct=citation&cd=431&hl=en,... Informed consent was obtained from all subjects. We collected rs-fMRI and T1-weighted structuredata from the Nathan Kline Institute/Rockland Sample database 45 . ... The NKI-Rockland Sample:A Model for Accelerating the Pace of Discovery Science in Psychiatry. Front. ...,Scientific reports,"Park, Bo-yong & Seo, Jongbum & Park, Hyunjin",Nature Publishing Group,0.5,27030024,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27030024&cmd=prlinks&retmode=ref,"['Institutional Review Board (IRB) of Sungkyunkwan University approved our retrospective study. Our study was performed in full accordance with the local IRB guidelines. Informed consent was obtained from all subjects. We collected rs-fMRI and T1-weighted structure data from the Nathan Kline Institute/Rockland Sample database', 'The NKI-Rockland Sample: A Model for Accelerating the Pace of Discovery Science in Psychiatry', 'The NKI-Rockland Sample: A Model for Accelerating the Pace of Discovery Science in Psychiatry']"
878,On estimating a mixture on graphons,http://scholar.google.com/https://arxiv.org/abs/1606.02401,2016.0,1,3,7824285233308038964,,"http://scholar.google.com/scholar?cites=7824285233308038964&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7824285233308038964&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:NPeoAPdxlWwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5IrAHz7quQ9GHL0FWFTfcTnkIHng&scisf=4&ct=citation&cd=197&hl=en,... We are also able to detect cluster structure in the 1000 Functional Connectomes Project (1000FCP) dataset 1. The rest of the paper is organized as follows. In Section 2 we briefly describegraphon- estimation methods and other related work. ... 1http://fcon_1000.projects.nitrc.org ...,arXiv preprint arXiv:1606.02401,"Mukherjee, Soumendu Sundar & Sarkar, Purnamrita & Lin, Lizhen",,0.5,27983754,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27983754&cmd=prlinks&retmode=ref,[]
880,Disentangling subgroups of participants recruiting shared as well as different brain regions for the execution of the verb generation task: A data-driven fMRI study,http://www.sciencedirect.com/science/article/pii/S0010945216303434,2016.0,1,3,18197574540750379425,,"http://scholar.google.com/scholar?cites=18197574540750379425&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=18197574540750379425&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:oVkeQ6HFivwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJUDRKQ3_olbWnyrDsHXac9Fbr94r-&scisf=4&ct=citation&cd=803&hl=en,The spatial pattern of task-related brain activity in fMRI studies might be expected to changeaccording to several variables such as handedness and age. Howeve.,Cortex,"Cerliani, Leonardo & Thomas, Rajat M & Aquino, Domenico & Contarino, Valeria & Bizzi, Alberto",Elsevier,0.5,28010939,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=28010939&cmd=prlinks&retmode=ref,['N/A']
884,Motor noise is rich signal in autism research and pharmacological treatments,http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5116649/,2016.0,1,4,6035774874850495941,,"http://scholar.google.com/scholar?cites=6035774874850495941&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6035774874850495941&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:xQ2xD0Vhw1MJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5pRYwbo4QCmpOipMD60mzMsznZrY&scisf=4&ct=citation&cd=208&hl=en,... These included individuals with autism spectrum disorders (ASD) and healthy-controlsin shared data from the Autism Brain Imaging Data Exchange (ABIDE) and theAttention-Deficit Hyperactivity Disorder (ADHD-200) databases. ...,Scientific Reports,"Torres, EB & Denisova, K",Nature Publishing Group,0.5,27869148,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27869148&cmd=prlinks&retmode=ref,"['The human body is in constant motion, from every breath that we take, to every visibly purposeful action that we perform. Remaining completely still on command is a major achievement as involuntary fluctuations in our motions are difficult to keep under control. Here we examine the noise-to-signal ratio of micro-movements present in time-series of head motions extracted from resting-state functional magnetic resonance imaging scans in 1048 participants. These included individuals with autism spectrum disorders (ASD) and healthy-controls in shared data from the Autism Brain Imaging Data Exchange (ABIDE) and the Attention-Deficit Hyperactivity Disorder (ADHD-200) databases. We find excess noise and randomness in the ASD cases, suggesting an uncertain motor-feedback signal. A power-law emerged describing an orderly relation between the dispersion and shape of the probability distribution functions best describing the stochastic properties under consideration with respect to intelligence quotient (IQ-scores). In ASD, deleterious patterns of noise are consistently exacerbated with the presence of secondary (comorbid) neuropsychiatric diagnoses, lower verbal and performance intelligence, and autism severity. Importantly, such patterns in ASD are present whether or not the participant takes psychotropic medication. These data unambiguously establish specific noise-to-signal levels of head micro-movements as a biologically informed core feature of ASD.', 'The head movement data obtainable from a large number of (rs-fMRI) datasets in the Autism Brain Imaging Data Exchange (ABIDE) database', ' and in the Attention Deficit Hyperactivity Disorder (ADHD-200) database (altogether containing datasets of over 1500 individuals with and without ASD) is used here to characterize normative head movement data and better profile ASD and associated comorbid conditions. We investigate if fundamental differences manifest across different layers of this somatic motor signal across different kinematic parameters possibly separating ASD from typically developing controls.', ') The results from analyzing the rates of head’s linear displacements in 97 individuals with ADHD (whose diagnosis was not comorbid with ASD) from the ADHD-200 database. These signatures reveal that dissimilarities from controls increase with medication intake. In particular the signatures from participants with inattentive and combined subtypes of ADHD reveal the sensitivity of these metrics to medication intake. (', ' shows high NSR levels (in the angular speed) in the signatures of individuals whose ASD diagnosis was comorbid with ADHD. (Note that the ASD subgroups were comprised of individuals “on” or “off” medication with various reported comorbidities including ADHD; a subset of these participants (with ADHD in particular) is also presented for comparison). This finding prompted us to examine datasets in the ADHD-200 database of individuals who have received a primary diagnosis of ADHD but no other secondary psychiatric diagnosis.', 'Datasets used in this study were obtained from public, freely accessible Autism Brain Imaging Data Exchange (ABIDE) database (', 'http://fcon_1000.projects.nitrc.org/indi/abide/', 'http://fcon_1000.projects.nitrc.org/indi/abide/', 'Information on ADHD-200 database datasets', 'In order to investigate the issue of comorbidities more fully (given that diagnoses of ASD and ADHD are not mutually exclusive according the most recent version of DSM5), in addition to the ABIDE datasets, we also examined datasets from ADHD-200, an open-access, publicly available database (', 'http://fcon_1000.projects.nitrc.org/indi/adhd200/', ') of adolescents with Attention Deficit Hyperactivity Disorder. Analyses of these de-identified data were approved by Rutgers and Columbia University Medical Center Institutional Review Boards. We included ADHD-200 study-sites that contributed several functional runs per participant (New York University Child Study Center, NYU, Oregon Health State University, OHSU) as well as a study-site with a single run (Peking University, PEKING) whose total duration was at least 8\u2009minutes. Data in NIfTI format was downloaded and datasets from 443 participants for whom medication status was available, N', '\u2009=\u2009268 were analyzed. Out of 175 ADHD participants, 114 were not currently on medication, while 61 were on some type of psychotropic medication (none of the CT participants were currently taking psychotropic medication). Specific medication class or name was not available in ADHD-200 database. The 443 datasets from the three sites break down as: NYU (N', '. We separately processed raw NIfTI (.nii) files for each site in the ABIDE and ADHD-200 database used in the current study because of differences in the inter-scan interval (Repetition Time, TR), number of slices, and total scan duration (number of volumes) across sites.', 'We also examined the relation between various clinical, demographic, and IQ scores and stochastic signatures of ASD and CT individuals. In particular, we examined individuals with ASD who received a secondary diagnosis (i.e., who had a comorbid neuropsychiatric diagnosis). In the ABIDE database, this information was confined to the NYU site. To probe the role of specificity of increased noise accumulation to ASD, rather than one or more confounding conditions as well as medication status, we also examined datasets in ADHD-200, a database of individuals who received a primary diagnosis of Attention Deficit Hyperactivity Disorder (ADHD). In addition, we examined stochastic signatures by median-ranking the clinical scores and selecting values above and below the median', 'We thank the participants in these studies and the researchers who contributed the data in ABIDE and ADHD-200 databases. The study was supported by the Nancy Lurie Marks Family Foundation Development Career Award to EBT; the New Jersey Governor’s Council for Research and Treatment of Autism to EBT; the Sackler Foundation Fellowship to KD. Funding sources for ABIDE and ADHD-200 are available at ', 'http://fcon_1000.projects.nitrc.org/indi/abide', 'http://fcon_1000.projects.nitrc.org/indi/adhd200', 'E.B.T. and K.D. conceived idea of examining head movement in RS-fMRI data; E.B.T. conceived, designed and implemented stochastic analyses, generated results-figures and wrote paper; K.D. downloaded, pre-processed and extracted head motion parameters from RS-fMRI data in ABIDE and ADHD-200 databases; wrote the neuroimaging sections and edited entire paper; E.B.T. and K.D. analyzed demographics data and approved the last version of the manuscript.']"
885,"Multisite, multimodal neuroimaging of chronic urological pelvic pain: Methodology of the MAPP Research Network",http://www.sciencedirect.com/science/article/pii/S2213158215300486,2016.0,1,5,8960463137176380540,,"http://scholar.google.com/scholar?cites=8960463137176380540&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8960463137176380540&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:fGRhqr_1WXwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJMema1tx8oxiKPig-nu09ghOjYJ4t&scisf=4&ct=citation&cd=622&hl=en,The Multidisciplinary Approach to the Study of Chronic Pelvic Pain (MAPP) Research Networkis an ongoing multi-center collaborative research group established t.,NeuroImage: Clinical,"Alger, Jeffry R & Ellingson, Benjamin M & Ashe-McNalley, Cody & Woodworth, Davis C & Labus, Jennifer S & Farmer, Melissa & Huang, Lejian & Apkarian, A Vania & Johnson, Kevin A & Mackey, Sean C & others",Elsevier,0.5,27408791,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27408791&cmd=prlinks&retmode=ref,['N/A']
