i,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,Citations Per Year,Journal Category,PMCID,Affiliations,Qualifiers,Data Use,Sets
1015,Agglomerative clustering for resting state MRI,http://ieeexplore.ieee.org/abstract/document/6695994/,2013.0,1,2,14813568873471530432,,"http://scholar.google.com/scholar?cites=14813568873471530432&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14813568873471530432&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:wNUNn2delM0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYd1DPwdjBdzpIWD0VEAJTmGYiBDmy&scisf=4&ct=citation&cd=386&hl=en,"... population [5]. A random sample from a diagnostic set of these data, consisting only of anonymizedanatomical and functional images was obtained from the 1000 Functional Connectomes Projectrepository in July ... [5] KB Nooner and e. al., ""The NKI-Rockland Sample: A Model ...",,"Billings, Jacob CW & Medda, Alessio & Keilholz, Shella D",,0.2,Other,0,,,Y,NKI
1016,A statistical test to identify differences in clustering structures,https://arxiv.org/abs/1311.6732,2013.0,1,5,16073567109456113133,,"http://scholar.google.com/scholar?cites=16073567109456113133&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=16073567109456113133&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:7a2I6B_IEN8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYa-eAzKnXkdgW_gTDo5L3slbHZlqM&scisf=4&ct=citation&cd=317&hl=en,"... protocol, totaling 759 subjects. This data set is available at the ADHD-200 Consortium (TheADHD-200 Consortium, 2012) website (http://fcon 1000.projects.nitrc.org/indi/adhd200/). ... datawas collected in eight sites that compose the ADHD-200 consortium, and was conducted ...",arXiv preprint arXiv:1311.6732,"Fujita, Andre & Takahashi, Daniel Y & Patriota, Alexandre G & Sato, Joao R",,0.2,Other,0,,,Y,ADHD200;ABIDE
1017,The Autism Brain Imaging Data Exchange (ABIDE) consortium: open sharing of autism resting state fMRI data,,2012.0,1,0,2598876539446662785,,"http://scholar.google.com/scholar?cites=2598876539446662785&as_sdt=2005&sciodt=0,5&hl=en",,http://scholar.googleusercontent.com/scholar.bib?q=info:gZbQdHEQESQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPNKCw8VIEoD108iPNB95H33iVGWT&scisf=4&ct=citation&cd=27&hl=en,,,"Di Martino, A & Castellanos, FX & Anderson, J & Alaerts, Kaat & Assaf, M & Deen, D & Fair, D & Gallagher, L & Lainhart, J & Lord, C & others",,0.16666666666666666,Other,0,,,N,
1018,"Lengthy and expensive? Why the future of diagnostic neuroimaging may be faster, cheaper, and more collaborative than we think",http://www.tandfonline.com/doi/full/10.1080/21507740.2012.721466,2012.0,1,2,7442242023157737687,,"http://scholar.google.com/scholar?cites=7442242023157737687&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7442242023157737687&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:1yjNerAnSGcJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPIjsgw94RqzKJIr5rcbyKXyGsV55&scisf=4&ct=citation&cd=21&hl=en,... collaborating with the International Neuroimaging Data-Sharing Initiative (INDI) launched theADHD-200 global competition to demonstrate the real-world feasibility and potential merits oflarge-scale collaborative brain science (http://fcon_1000.projects.nitrc.org/indi/adhd200). ...,AJOB Neuroscience,"Lifshitz, Michael & Margulies, Daniel S & Raz, Amir",Taylor \& Francis,0.16666666666666666,Journal,0,,,N,ADHD200
1019,Development of human brain connectivity in health and disease,https://escholarship.org/uc/item/2p3471tj.pdf,2012.0,1,3,10615836557953656677,http://scholar.google.com/https://escholarship.org/uc/item/2p3471tj.pdf,"http://scholar.google.com/scholar?cites=10615836557953656677&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10615836557953656677&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:ZeduthoHU5MJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYpc8R-D717D_FCP5YEx_al0FVgw8P&scisf=4&ct=citation&cd=686&hl=en,"... Chapter 4, Chapter 5, and Chapter 6. Finally, we supplement the work on our UCLAcohort with exciting re- sults from two large, multi-site, collaborative efforts: 1)ADHD–200, an initiative to employ brain mapping findings in ...",,"Colby, John Benjamin",,0.16666666666666666,Thesis,0,,,Y,ADHD200
1020,Progressive white matter abnormalities in autosomal dominant Alzheimer's disease: Results of the DIAN study,,2012.0,1,7,435926843510579287,,"http://scholar.google.com/scholar?cites=435926843510579287&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=435926843510579287&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:V2CBjye5DAYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYRCxbjgi6Q2_8HuOpifDbg--0Palz&scisf=4&ct=citation&cd=76&hl=en,,Alzheimer's \& Dementia,"Benzinger, Tammie & Blazey, Tyler & Ances, Beau & Raichle, Marc & Snyder, Abraham & Su, Yi & Marcus, Daniel & Ringman, John & Thompson, Paul & Ghetti, Bernardino & others",Elsevier,0.16666666666666666,Other,0,,,Y,NKI
1021,PyXNAT: a Python interface for XNAT,https://pdfs.semanticscholar.org/b0f4/5f6057704c85bc68264703e78adc83eb08b6.pdf,2011.0,1,2,3975383158937074383,http://scholar.google.com/https://pdfs.semanticscholar.org/b0f4/5f6057704c85bc68264703e78adc83eb08b6.pdf,"http://scholar.google.com/scholar?cites=3975383158937074383&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=3975383158937074383&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:z7qDqutlKzcJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYRMfd9X5n7VM7JSLDE5Cwp16agCrB&scisf=4&ct=citation&cd=77&hl=en,"... We see PyXNAT as a major step to help process datasets in XNAT servers. Other projects mayuse the NiPyPE/PyXNAT combination in the future, such as the International Neuroimagingdata-sharing initiative (INDI), a project within the 1000 Functional Connectomes Project. ...",,"Schwartz, Y & Barbot, A & Vincent, F & Thyreau, B & Varoquaux, G & Thirion, B & Poline, J",,0.14285714285714285,Other,0,,,N,FCP
1022,Symmetry of Resting-State Functional Connectivity in FMRI: High Correlation Across Hemispheres Exists with or without Callosal Connection,http://cds.ismrm.org/protected/11MProceedings/files/430.pdf,2011.0,1,0,15256980019837535342,http://cds.ismrm.org/protected/11MProceedings/files/430.pdf,"http://scholar.google.com/scholar?cites=15256980019837535342&as_sdt=2005&sciodt=0,5&hl=en",,http://scholar.googleusercontent.com/scholar.bib?q=info:bgSmO36uu9MJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYZSipeIa_qy5_fEsgekcY7F_awAHg&scisf=4&ct=citation&cd=273&hl=en,"... Materials and Method Twenty seven healthy subjects were randomly selected from the 3T dataset of 1000 Functional Connectomes Project (FCON_1000) [5], and their T1 weighted imageswere used to get cortical surfaces, tissue masks, and structurally parcellated regions by ...",,"Jo, H & Saad, ZS & Gotts, SJ & Reynolds, RC & Christidis, P & Glen, DR & Martin, A & Cox, RW",,0.14285714285714285,Other,23634306,"Brain Institute, University of Rio Grande do Norte, Av. Nascimento de Castro 2155, 59056-450 Natal, RN, Brazil. kschmidt@neuro.ufrn.br",physiology,Y,FCP
1023,A note on measures of single timeseries activity in resting-state fMRI studies,https://www.researchgate.net/profile/Xi-Nian_Zuo/publication/43295041_A_Note_on_Measures_of_Single_Timeseries_Activity_in_Resting-State_fMRI_Studies/links/0912f5058e869b4e45000000.pdf,2010.0,1,5,11041977027481007164,http://scholar.google.com/https://www.researchgate.net/profile/Xi-Nian_Zuo/publication/43295041_A_Note_on_Measures_of_Single_Timeseries_Activity_in_Resting-State_fMRI_Studies/links/0912f5058e869b4e45000000.pdf,"http://scholar.google.com/scholar?cites=11041977027481007164&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11041977027481007164&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:PHQHhZr7PJkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYeNKFm9pNl6Ka9fSrCqREfuio1XZI&scisf=4&ct=citation&cd=396&hl=en,... estimation. This has been integrated in a set of *nix scripts to calculate both ALFFand fALFF. (see '1000 Functional Connectomes Project': www.nitrc.org/projects/fcon1000) • REST (restfmri.net) is very similar to AFNI's plugin. But ...,,"Deviation, Standard",,0.125,Other,0,,,S,FCP
1024,Statistical testing and power analysis for brain-wide association study,http://biorxiv.org/content/early/2016/12/21/089870.abstract,2016.0,0,4,,,,"http://scholar.google.com/scholar?cluster=18114390281571182735&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:j6jWp_w9Y_sJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMIv-GrhQw51MV7W__2ZdV5hGPt26K8&scisf=4&ct=citation&cd=12&hl=en,"... complexity of permutation-based approach in controlling the false positive rate and providesrobust and reproducible findings in several real datasets, such as the 1000 FunctionalConnectomes Project (1000 FCP), Autism Brain Imaging Data Exchange (ABIDE), Center for ...",bioRxiv,"Gong, Weikang & Wan, Lin & Lu, Wenlian & Ma, Liang & Cheng, Fan & Cheng, Wei & Gruenewald, Stefan & Feng, Jianfeng",Cold Spring Harbor Labs Journals,0.0,Other,0,,,Y,ABIDE
1025,Here/In this issue and There/Abstract thinking: neurosciences and (child) psychiatry,http://eprints.soton.ac.uk/379932/,2015.0,0,7,,,,"http://scholar.google.com/scholar?cluster=5264356173650609715&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:M0aUVQzADkkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI2YUR4oNklEOhwoXoHSza8e27ZTpM&scisf=4&ct=citation&cd=134&hl=en,"... prefrontal and parietal cortex. Importantly, a similar result was found in the analysisof an independent, free, and publicly released large neuroimaging dataset on ASD,the Autism Brain Imaging Data Exchange (ABIDE). This is a ...",Journal of the American Academy of Child \& Adolescent Psychiatry,"Cortese, Samuele",,0.0,Journal,26210326,"Developmental Brain-Behaviour Laboratory, University of Southampton, UK; New York University Child Study Center, New York. Electronic address: samuele.cortese@gmail.com.",physiopathology & etiology,N,ABIDE
1026,Atypical developmental trajectory of local spontaneous brain activity in autism spectrum disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5216408/,2017.0,0,3,,,,"http://scholar.google.com/scholar?cluster=12159633267406543283&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:sxnKPgiyv6gJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI2QEGyEWPhRF4js2RDVrGLpVqBbek&scisf=4&ct=citation&cd=132&hl=en,"... Methods. Subjects. We utilized the rsfMRI and phenotypic data collected at the New YorkUniversity (NYU) Langone Medical Center from the open-access Autism Brain Imaging DataExchange database (ABIDE, http://fcon_1000.projects.nitrc.org/indi/abide/) 54 in this study. ...",Scientific Reports,"Guo, Xiaonan & Chen, Heng & Long, Zhiliang & Duan, Xujun & Zhang, Youxue & Chen, Huafu",Nature Publishing Group,0.0,Journal,28057930,"Center for Information in BioMedicine, Key laboratory for NeuroInformation of Ministry of Education, School of Life Science and Technology, University of Electronic Science and Technology of China, Chengdu 610054, PR China.",,Y,ABIDE
1027,Large-scale Brain Network Connectivity in Attention-Deficit/Hyperactivity Disorder and Autism,https://umshare.miami.edu/web/wda/undergraduateresearch/UGR%20Newsletter/URN_Complete_Volume4_Spring2015.pdf#page=8,2015.0,0,2,,,,"http://scholar.google.com/scholar?cluster=18325579666690164469&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:9UYwIJ2JUf4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMIv9vckTVfhU3PfeZnF9A3v3_Tkw5L&scisf=4&ct=citation&cd=13&hl=en,"... To further organize the three research groups, the resting state functional MRI data was collectedfrom 57 children of ages 6-12 obtained from the publicly available ABIDE (http://fcon_1000.projects. nitrc. org/i ndi/abide/) and ADHD-200 (http://fcon_1000. projects. nitrc. ...",Undergraduate Research Newsletter,"Oliver, Rochelle Camino",University of Miami,0.0,Other,0,,,Y,ADHD200;ABIDE
1028,Fréchet Means and Nonparametric Inference on Non-Euclidean Geometric Spaces,http://link.springer.com/chapter/10.1007/978-1-4939-4032-5_12,2016.0,0,0,,,,,http://scholar.googleusercontent.com/scholar.bib?q=info:E-YLQx5Ty1AJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJGjh4wcmQKrQRUcAQRTinKrnXGhok&scisf=4&ct=citation&cd=495&hl=en,"... ADHD-200 Dataset (http://fcon_1000.projects.nitrc.org/indi/adhd200/) is a data set that recordsboth anatomical and resting-state functional MRI data of 776 labeled subjects across 8independent imaging sites, 491 of which were obtained from typically developing individuals ...",,"Bhattacharya, Rabi & Lin, Lizhen & Patrangenaru, Victor",Springer,0.0,Other,0,,,Y,ADHD200
1029,Dynamic brain network evolution in normal aging based on computational experiments,http://www.sciencedirect.com/science/article/pii/S0925231216310918,2017.0,0,2,,,,"http://scholar.google.com/scholar?cluster=946094845355584659&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:k2w_zT80IQ0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI2Qnzu-B5veHhAk9lsqpM6-9347WS&scisf=4&ct=citation&cd=136&hl=en,"... The raw scans of both cohorts were obtained from the International Consortiumfor Brain Mapping (ICBM) dataset, which is the largest sub-dataset of subjects ofall age stages in the 1000 Functional Connectomes Project. To ...",Neurocomputing,"Chen, Xi & Wang, Miao & He, Jiping & Li, Wei",Elsevier,0.0,Journal,0,,,Y,FCP
1030,Distinct neural signatures detected for ADHD subtypes after controlling for micro-movements in resting state functional connectivity MRI data,http://digitalcommons.wustl.edu/open_access_pubs/2234/,2013.0,0,0,,,,,http://scholar.googleusercontent.com/scholar.bib?q=info:tgWaG00lEOMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYgTWq3pWahXoDP_z2N6B6nmUB9H9d&scisf=4&ct=citation&cd=452&hl=en,"... 2012), and this special edition high- lighting the work of the competitors, the race for these sortsof applications is currently underway (ADHD-200-Consortium, 2012). ... Informatics Tools andResources Clearinghouse (NITRC), see http://fcon_1000.projects.nitrc.org/indi/adhd200. ...",,"Dosenbach, Nico UF & Schlaggar, Bradley L & others",,0.0,Journal,23382713,"Department of Behavioral Neuroscience, Advanced Imaging Research Center, Oregon Health and Science University Portland, OR, USA ; Department of Psychiatry, Advanced Imaging Research Center, Oregon Health and Science University Portland, OR, USA.",ADHD & research domain criteria & functional connectivity & RDoC & support vector machines,I,ADHD200
1031,Image processing methods for human brain connectivity analysis from in-vivo diffusion MRI,http://oa.upm.es/22195/1/00-main.pdf,2013.0,0,2,,http://oa.upm.es/22195/1/00-main.pdf,,"http://scholar.google.com/scholar?cluster=9712579883243183835&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:255QwfEDyoYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYn8yU202UTLlCaLTNUVQpFoM33Oud&scisf=4&ct=citation&cd=643&hl=en,"... 1000 Functional Connectomes Project (FCP) (http://fcon_1000. ... projects.nitrc.org/indi/abide/))and (ii) provide a model for prospective, prepublication data sharing (major release: the NathanKline Institute-Rockland Sample http://fcon_1000.projects.nitrc.org/ indi/enhanced/). ...",,"Esteban SanzDranguet, Oscar","ETSI Telecomunicaci{\'o}n, Universidad Polit{\'e}cnica de Madrid",0.0,Thesis,0,,,Y,NKI;ADHD200;ABIDE
1032,Concurrence Topology: Finding High-Order Dependence in Neuropsychiatric Data,http://riojournal.com/article_preview.php?journal_name=rio&id=8815,2016.0,0,2,,,,"http://scholar.google.com/scholar?cluster=4514558931998227076&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:hDpS823vpj4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI2Y2S4E_xQJ9MuHuFvdVMiuUM4cYj&scisf=4&ct=citation&cd=137&hl=en,"... 1% of children, causing immense suffering to individuals and their families."" (http://fcon_1000.projects.nitrc.org/indi/abide ... in [ Ellis and Klein 2012 ] in the much larger ADHD-200 data set, andsecond, apply our method to the Autism Brain Imaging Data Exchange (ABIDE) data ...",Research Ideas and Outcomes,"Klein, Arno & Ellis, Steven",Pensoft Publishers,0.0,Other,0,,,Y,ADHD200;ABIDE
1033,Longitudinal test-retest neuroimaging data from healthy young adults in southwest China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5308199/,2017.0,0,6,,,,"http://scholar.google.com/scholar?cluster=14416971060030170959&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:T2cvcsteE8gJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI18WPUai2XpdqFQKW0uKbLIH0qyz_&scisf=4&ct=citation&cd=123&hl=en,"... for Reliability and Reproducibility (CoRR) 7 , the Autism Brain Imaging Data Exchange (ABIDE)8 ... through the International Data-sharing Initiative (INDI, http://fcon_1000.projects.nitrc.org/ ... QiuJ.. Functional Connectomes Project International Neuroimaging Data-Sharing Initiative. ...",Scientific Data,"Liu, Wei & Wei, Dongtao & Chen, Qunlin & Yang, Wenjing & Meng, Jie & Wu, Guorong & Bi, Taiyong & Zhang, Qinglin & Zuo, XiNian & Qiu, Jiang",Nature Publishing Group,0.0,Journal,28195583,"Key Laboratory of Cognition and Personality (SWU), Ministry of Education, Chongqing 400715, China. && Key Laboratory of Behavioral Science, Laboratory for Functional Connectome and Development and Magnetic Resonance Imaging Research Center, Institute of Psychology, Chinese Academy of Sciences, Beijing 100101, China. && Faculty of Psychology, Southwest University, Chongqing 400715, China. && Department of Psychology, School of Education Science, Guangxi Teachers Education University, Nanning 530000, China. && Donders Institute for Brain, Cognition, and Behaviour, Radboud University Medical Centre, Nijmegen 6525 EZ, The Netherlands.",,Y,ABIDE
